tweet_id,text,label
935981855383392256,Just a few weeks left in open enrollment! Have you gotten covered yet? Visit https://t.co/0cf7WAprk8 to compare pla… https://t.co/qD7SIjVrRc,D
934486147522318343,"#SmallBizSat is an opportunity to support the small, local businesses that are the heart of Maryland's economy. I e… https://t.co/GaPSJaK0UK",D
935650204887474176,"Our fellow citizens are still suffering from lack of power and communication in Puerto Rico, months after the hurri… https://t.co/mVHYeXT5Y2",D
934844200213921793,"Here’s how we make change: Put more women in leadership, from the U.S. military, to boardrooms, to Congress.",D
933778559033802752,Visiting my folks in KC—and earning today’s meal by running the Hyde Park Pilgrim Run! https://t.co/ZXVV54KGGu,D
935659191334731776,Armed conflict means boots on the ground across the globe and men and women in uniform in harm’s way.,D
935700696405626880,"We need to be investing in the middle class, not giving more handouts to corporations  #TaxDebate",D
935568980592480259,@NYTimes: He Raised Drug Prices at Eli Lilly. Can He Lower Them for the U.S.? https://t.co/9n8RBHJx5O,D
936284337657532417,"RT @LCVoters: STARTING SOON: We are joining @SenatorTomUdall, @SenSchumer, @SenatorCantwell, @SenMarkey, @SenBennetCO, &amp; @MartinHeinrich to…",D
935221379829510146,https://t.co/beJWy3CtXj,D
936027029094457344,"America and its people have long been a beacon of liberty and equality. How can we remain so when hateful, biased a… https://t.co/WCGrJBYN3z",D
899319799892848640,Shout out to my friends @GhostbustersDT! Great to meet you and your classic 1977 Wagoneer at yesterday's Dream Crui… https://t.co/z3Bt8odBBz,D
935606483290611714,"#GivingTuesday is a great opportunity to support a cause you're passionate about. Gifts from supporters, no matter… https://t.co/lkzmZaCiS1",D
930212933514051584,Today I asked Director Córdova to meet with me to discuss the proposed change to @NSF's long-standing relationship… https://t.co/SE4dklOPMl,D
936007285687701504,RT @maziehirono: I stand with women from all Native communities who experience violence &amp; abuse- you are #NotInvisible. Together we can com…,D
936217860506095616,.@EPAScottPruitt is speaking at @TPPF &amp; @Heritage’s annual climate deniers conference where panel discussions inclu… https://t.co/67HrSpKPzE,D
935996453616541697,I agree with General James Clapper: The president’s tweets could incite anti-Muslim violence. You’re producing more… https://t.co/r7a6XFsDms,D
935942658744307712,"Tax reform should reward work, not Wall Street. These promises are nothing more than corporate welfare.   https://t.co/WVnIkDQQA8",D
936263624502513664,The #GOPTaxBill will balloon the deficit by at least $1.5 TRILLION: adding to the debt burden borne by the next gen… https://t.co/kIvDBKylXX,D
933803591005032448,Gobble gobble gobble and another great @Vikings win...9-2 Yes!!  🦃🦃🦃🍽🍽🍽 🏈🏈🏈 #Skol,D
927956037424025600,.@RalphNortham is dedicated to making people's lives better in Virginia and will help guide our country in the righ… https://t.co/3FQNyGo4xW,D
935699281520025601,".@HHSgov under President Trump has so far been determined to create problems, and I will continue doing everything… https://t.co/d5r1Q2KwgE",D
923173512675815424,I'm introducing the #StatePublicOption Act with @repbenraylujan to give Americans a public health insurance option &amp; get more people covered,D
935979208181977089,RT @SenatorTomUdall: More than 4 in 5 American Indian and Alaska Native women have experienced violence in their lifetime.    These women a…,D
933736088270598145,Wishing you a #HappyThanksgiving. -Joe https://t.co/uYebp9ctPU,D
923293239909670912,"1/ Thank you @SenBooker, @SenKamalaHarris, @MartinHeinrich, @SenSanders, @SenCortezMasto, @SenWhitehouse, @SenGillibrand,",D
936309655139217408,Thanks to these #DREAMer advocates for joining my constituent coffee today. It’s critical that we pass the… https://t.co/rZ2p1wbVRf,D
936299656094584833,Republicans–led by President Trump–are twisting themselves into knots trying to convince hardworking families their… https://t.co/3oea3HSGjg,D
935543806853820418,"""Dourson’s past work is bad enough, but to put such a man in charge of chemical safety would be dangerous to people… https://t.co/3rsxWnRLPx",D
935209547098152961,14 emergency 911 centers in Florida went completely offline during Hurricane Irma. That’s unacceptable. Upgrading o… https://t.co/LCa1MXWeWf,D
923177069869129728,My #StatePublicOption Act gives states the flexibility to adapt Medicaid services based on their individual needs and cover more Americans.,D
935551816300982272,Taxing education benefits to pay for tax cuts for the wealthy is one of the swampiest schemes I’ve ever heard. We n… https://t.co/rRs3HSv3zB,D
935701096475000832,RT @katieLstein: Poor Americans would lose billions under Senate GOP tax bill  -  #notnormal CNNMoney https://t.co/cJiY8ha3YB,D
935900316620476418,"This is no way to pass any kind of legislation, much less a huge re-write of our tax code. We should scrap this pla… https://t.co/C0i7GRdjqt",D
935615665272250370,"I’ve stood up to presidents of both parties on trade, and I’m willing to work with @POTUS to hold him accountable f… https://t.co/cgHNnau7FH",D
936299061925351425,Uhhh...we're hours away from a multi trillion dollar rewrite of the tax code and the people voting for it don't kno… https://t.co/pfSNcn8HNt,D
936027535552458752,"Instead of ramming through their tax scam, Republicans could be working to reauthorize health care for 9 million ch… https://t.co/wfjc4zCB1j",D
936028048335532037,Republicans could be working to reauthorize funding for community health centers which serve 27 million Americans.,D
935939939501576199,WATCH: I join @publicknowledge for a 1:30pm EST hill briefing to explain the draft net Neutrality Order and answer… https://t.co/65WLr9r0M0,D
936262610701422592,"The Senate will be voting on the harmful Republican tax plan without the much-needed debate, oversight, and transpa… https://t.co/7UMiwW1wm4",D
935962131878604800,We should be working together in Congress to open more doors for our nation's graduate students—America's future le… https://t.co/YX9jQ67Tcr,D
935949779657461760,Amplifying a far-right hatemonger’s propaganda isn't just beneath the presidency - it's beneath humanity. https://t.co/8aYwar76Fi,D
936272191192272896,"""...recent history suggests that when corporations get tax relief, they find abundant uses for money that do not in… https://t.co/aP23zyzL89",D
936062582284222464,Then there’s this. AARP has figured it out.  https://t.co/h8Co71UXiP,D
935297105438150656,The FCC is planning to end the internet’s Net Neutrality rules that protect consumers’ right to a truly free and op… https://t.co/BzRHj9LVs5,D
935547340324253696,"Every day Republicans block us from passing the #DreamAct, they inject fear into hardworking young people contribut… https://t.co/Yip8zO7uIL",D
935666084816019456,"We need reform that simplifies the tax system, puts money in your pocket, and closes tax loopholes that send jobs o… https://t.co/sVrXMBBspm",D
936031261776404482,Proud to be honored by @GHTCoalition tonight &amp; speak about the importance of global health R&amp;D and innovation. From… https://t.co/nQ6IlzFgfN,D
936264781991956480,Front page of @denverpost today. ↓    We must do more to address #opioidcrisis in Colorado &amp; across the country. We… https://t.co/AmD9MRehjG,D
935952234730459137,Yesterday my office received 413 calls from Californians who oppose the Republican tax plan and 0 from constituents… https://t.co/lZEhfDVGrZ,D
935625886359085056,Middle-income families. Graduate students. People with medical conditions. Senior citizens. They all have something… https://t.co/UfAryhtWy1,D
936308414858317824,Met w/North Dakotans from the National Biodiesel Board to talk about the importance of a strong RFS that supports N… https://t.co/xNGIqWT33e,D
933696994186551297,"""As we express our gratitude, we must never forget that the highest appreciation is not to utter words but to live… https://t.co/BrxpeZ8XW7",D
936021655888986112,"Spoke to over 9,000 @AARPMD members today about how the #GOPTaxScam will add $1.5 trillion to the national debt—eve… https://t.co/ZOvNcHb8Ve",D
933177650251624449,Today I had the opportunity to meet with Korean War veterans during their weekly breakfast at Like Like Drive Inn t… https://t.co/2TxczfdXpM,D
933752131634581504,Let's go @Vikings! First: beat the Lions; then: enjoy some turkey!!,D
935582062702186496,Seriously? Score? Does anyone know what this is gonna cost?   Senators Scramble to Advance Tax Bill That Increasing… https://t.co/ihtI6cr68N,D
922162605476761602,"Ajit Pai, Trump's FCC Chair, was confirmed for another term. This is man who said he wanted to take ""weed whacker"" to #netneutrality rules.",D
935277672204263424,The math on the GOP tax bill couldn't be worse if they tried. It gives big breaks to rich people while hurting ever… https://t.co/ZTGW4VXEnl,D
936262685842378752,Taxing tuition waivers as regular income seems designed to punish people for studying hard. Especially poor people.,D
935943963034431489,"Great news from @HCN_Shawn - @hagleymuseum storing key records of Catalyst, a nonprofit organization for accelerati… https://t.co/rpAbliNeNM",D
935998155795156993,@POTUS Oh &amp; the #GOPTaxBill also plans to repeal the estate tax. That helps the top .2% 5/6 https://t.co/98OcJoCfGx,D
935581791435575296,One of the most important things you can shop for this holiday season is health insurance. Open enrollment runs unt… https://t.co/662HbjBTZP,D
935676749228240898,Have a question about the #GOPTaxPlan? Watch our Facebook Town Hall live now and comment with your questions:… https://t.co/LYZQR0R6dQ,D
927974136412024832,"Please go vote today!  Polls are open today until 8 pm. If you're in line by then, you can still vote! https://t.co/Fy9unuNKa4",D
918906813961162752,"@WindOnTheWires I believe renewable energy, like wind power, is critical to reduce carbon emissions, create jobs &amp;… https://t.co/I1jZb8c2Ep",D
935606407205937157,Americans saving for retirement shouldn’t have to wonder if their financial advisers are misleading them or taking… https://t.co/fjLNt1yQ8Y,D
936305776901214210,It is completely irresponsible to sacrifice our national treasures to offset a tax cut for corporations and the wea… https://t.co/UcxOFTQpcV,D
935548353068388357,"I’ve reached out, I want to have an agreement on #taxreform - it should be a bipartisan pathway. https://t.co/nKn7ZfowDj",D
936283936589672448,SOON: We are rallying against Republican’s sneak attack against the #Arctic Wildlife Refuge. We cannot allow drilli… https://t.co/HeUejBgXIz,D
935322587525206016,"The @USCapitolTree completed it’s 3,500-mile journey from Montana today! T-minus 9 days until we light it up! https://t.co/pdIFYFkdeE",D
935537471370203137,"The #MeToo Congress Act, my legislation with @RepSpeier, would finally bring real transparency to this process. Con… https://t.co/cVn7hN9yZA",D
936068327323168768,RT @MichaelSLinden: This is a table that the Senate GOP didn't want you to see. They were sitting on it for 2 days. It shows that over 80%…,D
936276057619161088,"At worst, making the individual tax provisions expire is a sneaky way to increase taxes on American families—all in… https://t.co/D93VwoDREx",D
933781670897078282,"This #Thanksgiving, Sharla &amp; I are thankful to be Montanans who are able to raise our kids and grandkids with the s… https://t.co/ROVlPcW1jC",D
935583205977133059,I was proud to join my fellow Democratic colleagues today to call on Senate Republicans to work TOGETHER on biparti… https://t.co/nK8jl02B2N,D
936312048270675968,Reminder: Republicans are still making last minute changes to their tax bill — and they want to vote on it tonight.… https://t.co/7BJKiXYH3D,D
935631007029649408,"When it comes to tax policy, Congress should do what’s best for the American people - not the Republican or Democra… https://t.co/Y58ByJl2zz",D
936002380264599556,"I voted NO, on advancing the #GOPTaxScam. RT if you would vote NO too!",D
898662950008913924,RT @CNNSitRoom: Sen. @BrianSchatz: I’m just asking the President to understand the difference between Nazis &amp; people who protest against Na…,D
934515834646654978,"Bank lawyer Alan Kaplinsky &amp; I often disagree. But we agree that there is an ""enormous cloud of uncertainty"" over… https://t.co/GZwM3cTTrZ",D
935966208595283969,RT @CityRochesterNY: Mayor Lovely Warren stood with 7 other local leaders today to talk about how the #taxbill would harm the middle class.…,D
935554525557153794,"What do 20,000 teachers, hundreds of service members, and thousands of college students have in common? They're all… https://t.co/lR4eRHEjp0",D
935926513433759745,#ICYMI: Joe's Jacob Sexton Military Suicide Prevention Act—signed into law in 2014 to help improve military mental… https://t.co/240l5AuXGS,D
935561869145923584,"This year, @SenateGOP tried 4 separate times to repeal the ACA and replace it with a proposal to cut taxes for thos… https://t.co/adMLv52Zt0",D
935541566948638720,"Republicans, if you support #DREAMers, why not bring the #DREAMAct to the floor for an up-or-down vote?   Congress… https://t.co/MfsURtVnT5",D
935618098077622279,"My friend @RepGutierrez has been a fearless, compassionate voice for anyone pursuing the American Dream. I will dea… https://t.co/0J4acvmfRw",D
933137110780887040,They came for our healthcare.  They took our rights to sue corporations by reversing Obama arbitration rule.  They'… https://t.co/wbHos6y6dz,D
936316166074716160,"#GOPTaxScam is smoke &amp; mirrors. While the GOP claims it will help hardworking middle-class families, the fact is th… https://t.co/72ql5vJ0RA",D
933049504173092864,FCC Chairman Pai just released his plan to end the rules that protect consumers’ right to a truly free and open int… https://t.co/b6uieKrnvS,D
936028251360817153,ALERT: The House Judiciary Committee today passed a dangerous proposal that would effectively allow states with the… https://t.co/i8QVPL2XaW,D
935957584145801216,Check this out: @UVA grad students earning their PhDs in everything from nursing to religious studies to astronomy… https://t.co/nqp9bU6GuA,D
936308132220895232,"Critical deductions relied upon by many Vermonters, including the State and Local Tax Deduction, are reduced or eli… https://t.co/tvRBn7kUbR",D
935965934531031040,"97 percent of kids in Michigan can see a doctor today, the highest percentage ever. We cannot backtrack on the prog… https://t.co/aVdXeeAI8G",D
935638453919846401,RT @KelseyDav: “Pressure cannot bring North Korea to a negotiating table that does not exist.”   Strong call from @SenMarkey for Trump to a…,D
935949922192515072,My Republican colleagues have a moral responsibility to condemn the President’s absolutely abhorrent tweets. Silenc… https://t.co/ryURskLDR1,D
935996983373942784,"It is a dangerous precedent for the President to legitimize groups that promote violence, racism and xenophobia. So… https://t.co/CWR6wBVPTv",D
935701501112143872,RT @MonicaLewinsky: fixed it for you. you're welcome. https://t.co/h4iVKGwM1g,D
935974739687944192,"RT @SenateDems: Tonight and tomorrow - as the Senate begins voting, @SenateDems will answer your questions on the #GOPTaxScam on @Twitter.…",D
935923559477719041,Republicans are tirelessly employing sabotage and deception to try and derail the healthcare plans of millions of s… https://t.co/pF3BGVsQuO,D
936305750024089601,A high-priced giveaway paid for by – you guessed it – the middle class and those who can least afford it. https://t.co/oKwLxLJ1US,D
935949639076990981,"“Only a bipartisan, bicameral piece of legislation will provide a lasting solution” for our friends, coworkers &amp; ne… https://t.co/x17Cl1HdkZ",D
936257328965439488,"RT @nytimes: Recent history suggests that when corporations get tax relief, they find abundant uses for money that do not involve paying hi…",D
935658901864943616,"We all want America to have success in resolving conflicts; but when tension decreases, the need for diplomacy incr… https://t.co/4AhkCMM243",D
935645769591394304,Thank you to the Albanian students who took the time to meet with me during their visit to @uscapitol in honor of A… https://t.co/xERif0y6dD,D
935220052042964994,The @CFPB’s actions have resulted in $12 billion in relief for 29 million hardworking Americans who were cheated by… https://t.co/Bh5iEkgdn0,D
936010888351567873,It’s been 85 days since President Trump rescinded DACA and jeopardized the futures of hundreds of thousands of youn… https://t.co/zsFyxQiVQR,D
935670016728535040,"Even with the 280 character limit, there's not enough room in a tweet to share all the ways this bill would do real… https://t.co/81gPePN8Mk",D
904499989614915584,"Great to see The Edge, lead guitar for @U2 before tonight's Detroit concert! Amazing musician with an amazing heart! https://t.co/57AsXKESgK",D
935669326853623809,I greatly respect the actions &amp; words of PM @JustinTrudeau to disavow Canadian government discrimination of the LGB… https://t.co/txdZmE334w,D
936265148821655552,Just some of the headlines on the #GOPTaxScam. Do I need to say more? https://t.co/x2D7DfQEVs,D
935520123783348225,Dismantling the State Department makes our country less secure and it puts American lives at risk. https://t.co/PAyzYupcvY,D
935899418880077824,Republicans are handing corporations the tax plan of their dreams. And the rest of us will be paying for their joy… https://t.co/Snv3GKJzuX,D
935964454105251843,He said the same thing to me. It’s unconscionable what Senate Republicans are doing to this program. CHIP has bipar… https://t.co/8MZri1u0Xd,D
935705234336370689,RT @SenBooker: Some states have already started warning families that their children may be kicked off health insurance because CHIP fundin…,D
935611802288869376,Here's what the GOP's on the fast-track to do:  -Rip care away from 13 million Americans -Raise taxes on the poor &amp;… https://t.co/zoeJXFMfCw,D
935963235743879168,"Our bill is a win for students &amp; families, creating new tools to help them make informed decisions about how to spe… https://t.co/k9DaGiRi22",D
935690690314555392,I've joined @SenSanders to introduce legislation that will provide our fellow Americans in Puerto Rico with the nec… https://t.co/eoRRwptDKr,D
936027660110659584,"Republicans could bring the bipartisan #DreamAct to the floor so 800,000 young people aren’t deported from the country they love.",D
935963119372861440,"Current Tax Reform Bills Could Encourage US Jobs, Factories and Profits to Shift Overseas https://t.co/4EYKCdPHWa",D
930549128374910976,Requiring @HHSGov &amp; @samhsagov to weigh mortality rate &amp; lack of access to services when allocating CURES funding w… https://t.co/BXoKAMe5cg,D
936222258179330048,This is what I’m talking about. Stunning. He says one thing and then behind the scenes guts every proposal that wou… https://t.co/7PJH3d91lF,D
936294633113612288,"If the Republican tax plan was actually written to benefit the middle class, they wouldn’t have to mislead the Amer… https://t.co/3oy8ZMs4Jw",D
